모텔명,영암왕인문화축제,화순고인돌과함께하는국화향연,정남진장흥물축제,뱀부페스티벌,황룡강가을꽃축제,영광불갑산상사화축제,순천푸드앤아트페스티벌,곡성세계장미축제,대한민국국향대전,목포항구축제,국제남도음식문화큰잔치,황룡강(洪)길동무꽃길축제,함평나비대축제,해남미남축제,월출산국화축제,명량대첩축제,진도신비의바닷길축제,대한민국마한문화제,영광법성포단오제,무안연꽃축제,무안YD페스티벌,황토갯벌축제,섬겨울꽃축제,섬튤립축제,담양산타축제,청산도슬로걷기축제,진도개페스티벌,고흥유자석류축제,꽃무릇큰잔치,청정완도가을섬여행,고흥우주항공축제,곡성심청어린이대축제,마한축제,영암무화과축제,대한민국난명품대제전,녹동바다불꽃축제,섬수국축제,천년나주목읍성문화축제,곡성아이스크림페스티벌,백양단풍축제,땅끝매화축제,송호해변여름축제,구례자연드림뮤직페스티벌,회령포문화축제,진도문화예술제,용면추월산벚꽃축제,지리산남악제및군민의날행사,화엄음악제,오시아노뮤직페스티벌,구례동편소리축제,고서포도축제,장흥표고버섯축제,적벽문화축제,지리산피아골단풍축제,장평명품호두축제,축령산편백산소축제,백운산국사봉철쭉축제,유달산봄축제,여수영취산진달래체험행사,광양전어축제,광양K-POP슈퍼페스티벌,여수밤바다불꽃축제,여수거북선축제,거문도백도은빛바다체험행사,광양동백축제,여수동동북축제,완도장보고수산물축제,광양매화축제,영광찰보리문화축제,여수여자만갯벌노을체험행사,영산포홍어축제,여수향일암일출제,어울림음악회,광양전통숯불구이축제,구례300리벚꽃축제,무안겨울숭어축제,운주문화축제,보성다향대축제,서편제보성소리축제,율포해변불꽃축제,보성전어축제,벌교꼬막&문학축제,보성차밭빛축제,봄꽃과함께하는화순고인돌축제,화순캠핑뮤직페스티벌,화순고인돌별빛소나타,동구리호수공원봄축제,정남진장흥키조개축제,한여름밤의별빛달빛축제,강진청자축제,강진성전월출산봄소풍가는날,강진금곡사벚꽃삼십리길축제,전라병영성축제,마량미항찰전어축제,강진만춤추는갈대축제,달마고도힐링축제,땅끝해남어린이공룡대축제,땅끝해넘이해맞이축제,구례산수유꽃축제,백아산철쭉제
여수 꿀잠호텔,134154,103236,99860,113226,134161,153962,37579,83815,146059,152935,1714,133852,146394,138921,125510,163431,185162,132653,169420,148135,145695,170335,171195,197626,112419,175725,175528,69409,150613,154643,78455,82657,132653,144521,144849,82216,204112,124917,83957,132001,146781,165319,75400,119925,176002,121879,78455,73528,168682,68258,110062,106815,91317,79416,90761,140581,35279,154295,17610,37592,28986,1111,1714,,42636,9116,155957,51062,160374,19709,128019,25048,143791,36553,64024,172933,109523,83083,79296,86977,86942,49824,83083,103236,103236,103236,99563,95547,113096,127508,122942,115157,110371,132255,115052,155276,150960,167044,83519,90907
여수 띠아모 호텔(TIAMO HOTEL),134377,103459,100083,113449,134384,154185,37802,84038,146282,153158,4529,134075,146617,139144,125733,163654,185385,132876,169643,148358,145918,170558,171418,197849,112642,175948,175751,68595,150836,154866,77641,82880,132876,144744,145072,81402,204335,125140,84180,132224,147004,165542,75623,120148,176225,122102,77641,73751,168905,68481,110285,107038,91540,80645,90984,140804,36508,154518,17833,38821,30215,1966,4529,,42859,8302,156180,52291,160597,18895,128242,24357,144014,36776,64247,173156,109746,83306,79519,87200,87165,50047,83306,103459,103459,103459,99786,95770,113319,127731,123165,115380,110594,132478,115275,155499,151183,167267,83742,91130
여수 썸 무인텔,134445,103527,100151,113517,134452,154253,37870,84106,146350,153226,4597,134143,146685,139212,125801,163722,185453,132944,169711,148426,145986,170626,171486,197917,112710,176016,175819,68689,150904,154934,77735,82948,132944,144812,145140,81496,204403,125208,84248,132292,147072,165610,75691,120216,176293,122170,77735,73819,168973,68549,110353,107106,91608,80713,91052,140872,36576,154586,17901,38889,30283,2034,4597,,42927,8370,156248,52359,160665,18963,128310,24495,144082,36844,64315,173224,109814,83374,79587,87268,87233,50115,83374,103527,103527,103527,99854,95838,113387,127799,123233,115448,110662,132546,115343,155567,151251,167335,83810,91198
여수 라스베가스,133540,102622,99246,112612,133547,153348,36965,83201,145445,152321,3203,133238,145780,138307,124896,162817,184548,132039,168806,147521,145081,169721,170581,197012,111805,175111,174914,68215,149999,154029,77261,82043,132039,143907,144235,81022,203498,124303,83343,131387,146167,164705,74786,119311,175388,121265,77261,72914,168068,67644,109448,106201,90703,79808,90147,139967,35671,153681,16996,37984,29378,811,3203,,42022,7922,155343,51454,159760,18515,127405,24716,143177,35939,63410,172319,108909,82469,78682,86363,86328,49210,82469,102622,102622,102622,98949,94933,112482,126894,122328,114543,109757,131641,114438,154662,150346,166430,82905,90293
여수 하이,130733,99815,96439,109805,130740,150541,34158,80394,142638,149514,5968,130431,142973,135500,122089,160010,181741,129232,165999,144714,142274,166914,167774,194205,108998,172304,172107,65082,147192,151222,74128,79236,129232,141100,141428,77889,200691,121496,80536,128580,143360,161898,71979,116504,172581,118458,74128,70107,165261,64837,106641,103394,87896,78211,87340,137160,34074,150874,14191,36387,27781,4044,5968,,39215,4789,152536,49857,156953,15382,124598,27791,140370,33132,60603,169512,106102,79662,75875,83556,83521,46403,79662,99815,99815,99815,96142,92126,109675,124087,119521,111736,106950,128834,111631,151855,147539,163623,80098,87486
여수 엑스포,134604,103686,100310,113676,134611,154412,38029,84265,146509,153385,2327,134302,146844,139371,125960,163881,185612,133103,169870,148585,146145,170785,171645,198076,112869,176175,175978,69279,151063,155093,78325,83107,133103,144971,145299,82086,204562,125367,84407,132451,147231,165769,75850,120375,176452,122329,78325,73978,169132,68708,110512,107265,91767,80029,91211,141031,35892,154745,18060,38205,29599,748,2327,,43086,8986,156407,51675,160824,19579,128469,25474,144241,37003,64474,173383,109973,83533,79746,87427,87392,50274,83533,103686,103686,103686,100013,95997,113546,127958,123392,115607,110821,132705,115502,155726,151410,167494,83969,91357
여수 자(JA)무인텔 학동점,126979,96061,92685,106051,126986,146787,30404,76640,138884,145760,9778,126677,139219,131746,118335,156256,177987,125478,162245,140960,138520,163160,164020,190451,105244,168550,168353,61716,143438,147468,70762,75417,125478,137281,137674,74523,196937,117742,76782,124826,139606,158144,68225,112750,168827,114704,70762,66353,161507,61083,102887,99640,84142,74754,83586,133406,30219,147120,10437,32532,23926,8071,9778,,35461,671,148782,46002,153199,11495,120844,31818,136616,29378,56849,165758,102348,75908,71935,79802,79767,42584,75908,96061,96061,96061,92388,88372,105921,120333,115702,107982,103196,125080,107877,148101,143785,159869,76344,83732
여수 웨스트인 호텔(WESTIN HOTEL),123652,92734,89358,102724,123659,143460,27077,73313,135557,142433,11562,123350,135892,128419,115008,152929,174660,122151,158918,137633,135193,159833,160693,187124,101917,165223,165026,62980,140111,144141,72026,72155,122151,134019,134347,75787,193610,114415,73455,121499,136279,154817,64898,109423,165500,111377,72026,63026,158180,57756,99560,96313,80815,71427,80259,130079,28928,143793,9146,31241,22635,10924,11562,,32015,3077,145455,44711,149872,9802,117517,34829,133289,25932,53522,162431,99021,72581,68560,76475,76440,39322,72581,92734,92734,92734,89061,85045,102594,117006,112440,104655,99869,121753,104550,144774,140458,156542,73017,80405
여수 25,130940,100022,96646,110012,130947,150748,34365,80601,142845,149721,5794,130638,143180,135707,122296,160217,181948,129439,166206,144921,142481,167121,167981,194412,109205,172511,172314,65289,147399,151429,74335,79443,129439,141307,141635,78096,200898,121703,80743,128787,143567,162105,72186,116711,172788,118665,74335,70314,165468,65044,106848,103601,88103,78037,87547,137367,33900,151081,14398,36213,27607,4042,5794,,39422,4996,152743,49683,157160,15589,124805,27789,140577,33339,60810,169719,106309,79869,76082,83763,83728,46610,79869,100022,100022,100022,96349,92333,109882,124294,119728,111943,107157,129041,111838,152062,147746,163830,80305,87693
여수 씨에프,134455,103537,100161,113527,134462,154263,37880,84116,146360,153236,4607,134153,146695,139222,125811,163732,185463,132954,169721,148436,145996,170636,171496,197927,112720,176026,175829,68791,150914,154944,77837,82958,132954,144822,145150,81598,204413,125218,84258,132302,147082,165620,75701,120226,176303,122180,77837,73829,168983,68559,110363,107116,91618,80723,91062,140882,36586,154596,17911,38899,30293,2044,4607,,42937,8380,156258,52369,160675,18973,128320,24391,144092,36854,64325,173234,109824,83384,79597,87278,87243,50125,83384,103537,103537,103537,99864,95848,113397,127809,123243,115458,110672,132556,115353,155577,151261,167345,83820,91208
여수 신라 e-stay,125964,95046,91670,105036,125971,145772,29389,75625,137869,144745,9272,125662,138204,130731,117320,155241,176972,124463,161230,139906,137471,162145,162966,189436,104229,167535,167338,62744,142423,146453,71790,74428,124463,136292,136659,75551,195922,116727,75767,123811,138591,157129,67210,111735,167812,113689,71790,65338,160492,60068,101872,98625,83127,73739,82571,132391,29204,146105,9422,31517,22911,8634,9272,,34446,1180,147767,44987,152184,11591,119829,32539,135601,28363,55834,164743,101333,74893,70833,78787,78752,41595,74893,95046,95046,95046,91373,87357,104906,119318,114713,106967,102181,124065,106862,147086,142770,158854,75329,82717
여수 MJ,130816,99898,96522,109888,130823,150624,34241,80477,142721,149597,5885,130514,143056,135583,122172,160093,181824,129315,166082,144797,142357,166997,167857,194288,109081,172387,172190,65165,147275,151305,74211,79319,129315,141183,141511,77972,200774,121579,80619,128663,143443,161981,72062,116587,172664,118541,74211,70190,165344,64920,106724,103477,87979,78128,87423,137243,33991,150957,14274,36304,27698,4124,5885,,39298,4872,152619,49774,157036,15465,124681,27871,140453,33215,60686,169595,106185,79745,75958,83639,83604,46486,79745,99898,99898,99898,96225,92209,109758,124170,119604,111819,107033,128917,111714,151938,147622,163706,80181,87569
여수 호텔 벨라지오,126432,95514,92138,105504,126439,146240,29857,76093,138337,145213,10433,126130,138672,131199,117788,155709,177440,124931,161698,140413,137973,162613,163473,189904,104697,168003,167806,61156,142891,146921,70202,74935,124931,136799,137127,73963,196390,117195,76235,124279,139059,157597,67678,112203,168280,114157,70202,65806,160960,60536,102340,99093,83595,74207,83039,132859,30448,146573,10666,32761,24155,8726,10433,,34795,416,148235,46231,152652,11066,120297,32473,136069,28712,56302,165211,101801,75361,71340,79255,79220,42102,75361,95514,95514,95514,91841,87825,105374,119786,115220,107435,102649,124533,107330,147554,143238,159322,75797,83185
여수 G,131553,100635,97259,110625,131560,151361,34978,81214,143458,150334,5578,131251,143793,136320,122909,160830,182561,130052,166819,145534,143094,167734,168594,195025,109818,173124,172927,65626,148012,152042,74672,80056,130052,141920,142248,78433,201511,122316,81356,129400,144180,162718,72799,117324,173401,119278,74672,70927,166081,65657,107461,104214,88716,77821,88160,137980,33684,151694,14735,35997,27391,3856,5578,,40035,5333,153356,49467,157773,15926,125418,27603,141190,33952,61423,170332,106922,80482,76461,84376,84341,47223,80482,100635,100635,100635,96962,92946,110495,124907,120341,112556,107770,129654,112451,152675,148359,164443,80918,88306
여수 호텔 어썸(ASOME BOUTIQUE HOTEL),126745,95827,92451,105817,126752,146553,30170,76406,138650,145526,9873,126443,138985,131512,118101,156022,177753,125244,162011,140661,138226,162926,163721,190217,105010,168316,168119,61702,143204,147234,70748,75183,125244,137047,137440,74509,196703,117508,76548,124592,139372,157910,67991,112516,168593,114470,70748,66119,161273,60849,102653,99406,83908,74520,83352,133172,29985,146886,10203,32298,23692,8297,9873,,35227,437,148548,45768,152965,11261,120610,32044,136382,29144,56615,165524,102114,75674,71588,79568,79533,42350,75674,95827,95827,95827,92154,88138,105687,120099,115468,107748,102962,124846,107643,147867,143551,159635,76110,83498
여수 마리나 무인호텔,134496,103578,100202,113568,134503,154304,37921,84157,146401,153277,4648,134194,146736,139263,125852,163773,185504,132995,169762,148477,146037,170677,171537,197968,112761,176067,175870,68714,150955,154985,77760,82999,132995,144863,145191,81521,204454,125259,84299,132343,147123,165661,75742,120267,176344,122221,77760,73870,169024,68600,110404,107157,91659,80764,91103,140923,36627,154637,17952,38940,30334,2085,4648,,42978,8421,156299,52410,160716,19014,128361,24316,144133,36895,64366,173275,109865,83425,79638,87319,87284,50166,83425,103578,103578,103578,99905,95889,113438,127850,123284,115499,110713,132597,115394,155618,151302,167386,83861,91249
여수 호텔 초콜릿,134318,103400,100024,113390,134325,154126,37743,83979,146223,153099,4470,134016,146558,139085,125674,163595,185326,132817,169584,148299,145859,170499,171359,197790,112583,175889,175692,68536,150777,154807,77582,82821,132817,144685,145013,81343,204276,125081,84121,132165,146945,165483,75564,120089,176166,122043,77582,73692,168846,68422,110226,106979,91481,80586,90925,140745,36449,154459,17774,38762,30156,1907,4470,,42800,8243,156121,52232,160538,18836,128183,24249,143955,36717,64188,173097,109687,83247,79460,87141,87106,49988,83247,103400,103400,103400,99727,95711,113260,127672,123106,115321,110535,132419,115216,155440,151124,167208,83683,91071
여수 아리랑힐,123773,92855,89479,102845,123780,143581,27198,73434,135678,142554,11422,123471,136013,128540,115129,153050,174781,122272,159039,137754,135314,159954,160814,187245,102038,165344,165147,62859,140232,144262,71905,72276,122272,134140,134468,75666,193731,114536,73576,121620,136400,154938,65019,109544,165621,111498,71905,63147,158301,57877,99681,96434,80936,71548,80380,130200,29048,143914,9265,31361,22754,10784,11422,,32136,2937,145576,44831,149993,9923,117638,34689,133410,26053,53643,162552,99142,72702,68681,76596,76561,39443,72702,92855,92855,92855,89182,85166,102715,117127,112561,104776,99990,121874,104671,144895,140579,156663,73138,80526
여수 별 무인텔,133672,102754,99378,112744,133679,153480,37097,83333,145577,152453,3092,133370,145912,138439,125028,162949,184680,132171,168938,147653,145213,169853,170713,197144,111937,175243,175046,68347,150131,154161,77393,82175,132171,144039,144367,81154,203630,124435,83475,131519,146299,164837,74918,119443,175520,121397,77393,73046,168200,67776,109580,106333,90835,79940,90279,140099,35803,153813,17128,38116,29510,529,3092,,42154,8054,155475,51586,159892,18647,127537,24535,143309,36071,63542,172451,109041,82601,78814,86495,86460,49342,82601,102754,102754,102754,99081,95065,112614,127026,122460,114675,109889,131773,114570,154794,150478,166562,83037,90425
여수 맥스 무인텔,126991,96073,92697,106063,126998,146799,30416,76652,138896,145772,9762,126689,139231,131758,118347,156268,177999,125490,162257,140972,138532,163172,164032,190463,105256,168562,168365,61732,143450,147480,70778,75429,125490,137293,137686,74539,196949,117754,76794,124838,139618,158156,68237,112762,168839,114716,70778,66365,161519,61095,102899,99652,84154,74766,83598,133418,30231,147132,10449,32544,23938,8055,9762,,35473,683,148794,46014,153211,11507,120856,31802,136628,29390,56861,165770,102360,75920,71951,79814,79779,42596,75920,96073,96073,96073,92400,88384,105933,120345,115714,107994,103208,125092,107889,148113,143797,159881,76356,83744
여수 오션힐,125690,94772,91396,104762,125697,145498,29115,75351,137595,144471,9627,125388,137930,130457,117046,154967,176698,124189,160956,139671,137231,161871,162731,189162,103955,167261,167064,62562,142149,146179,71608,74193,124189,136057,136385,75369,195648,116453,75493,123537,138317,156855,66936,111461,167538,113415,71608,65064,160218,59794,101598,98351,82853,73465,82297,132117,29153,145831,9371,31466,22860,8989,9627,,34053,1346,147493,44936,151910,11246,119555,32894,135327,27970,55560,164469,101059,74619,70598,78513,78478,41360,74619,94772,94772,94772,91099,87083,104632,119044,114478,106693,101907,123791,106588,146812,142496,158580,75055,82443
여수 리,131247,100329,96953,110319,131254,151055,34672,80908,143152,150028,5607,130945,143487,136014,122603,160524,182255,129746,166513,145228,142788,167428,168288,194719,109512,172818,172621,65596,147706,151736,74642,79750,129746,141614,141942,78403,201205,122010,81050,129094,143874,162412,72493,117018,173095,118972,74642,70621,165775,65351,107155,103908,88410,77850,87854,137674,33713,151388,14705,36026,27420,3826,5607,,39729,5303,153050,49496,157467,15896,125112,27573,140884,33646,61117,170026,106616,80176,76389,84070,84035,46917,80176,100329,100329,100329,96656,92640,110189,124601,120035,112250,107464,129348,112145,152369,148053,164137,80612,88000
여수 MJ 관광호텔,134837,103919,100543,113909,134844,154645,38262,84498,146742,153618,1646,134535,147077,139604,126193,164114,185845,133336,170103,148818,146378,171018,171878,198309,113102,176408,176211,70134,151296,155326,79180,83340,133336,145204,145532,82941,204795,125600,84640,132684,147464,166002,76083,120608,176685,122562,79180,74211,169365,68941,110745,107498,92000,79887,91444,141264,35750,154978,18293,38063,29457,1808,1646,,43319,9841,156640,51533,161057,20434,128702,25504,144474,37236,64707,173616,110206,83766,79979,87660,87625,50507,83766,103919,103919,103919,100246,96230,113779,128191,123625,115840,111054,132938,115735,155959,151643,167727,84202,91590
목포 호텔 카이저,25055,62335,56811,87476,76665,59078,121065,116607,33750,4465,148976,77121,33204,45946,32867,35885,57616,32090,74823,12963,4165,40536,22909,67827,88464,101222,47982,131469,51910,80140,153727,116860,32090,5749,36260,144276,55642,41917,115268,98301,28389,70455,135748,74456,48456,97989,153727,141890,33774,135963,79722,51674,83049,157784,70386,85527,141910,5825,142354,146057,139095,148338,148976,,135435,141014,81454,155540,61456,134213,38014,172243,64435,129352,133699,43134,62474,80552,76580,79226,79261,99570,80552,62335,62335,62335,69919,70908,87887,60235,37622,45099,44507,67170,43423,64210,37629,72434,137234,97446
목포 YAM 목포하당점,24716,61532,56472,86673,76164,58431,120726,115804,33249,4976,148637,76620,32703,45607,32528,35546,57277,31287,74176,12160,3680,40035,23000,67326,87661,100883,47643,131130,51409,79801,153388,116057,31287,5410,35759,143937,56153,41114,114465,97800,28050,70116,134945,74117,48117,97186,153388,141087,33435,135160,78919,51335,82266,156981,70047,85026,141571,6336,142015,145718,138756,147999,148637,,135096,140675,81115,155201,60809,133874,37211,171904,63934,129013,132896,42633,61671,80213,76241,78887,78922,99231,80213,61532,61532,61532,69116,70569,87084,59896,37283,44760,44168,66831,43084,63871,37290,72095,136431,96643
목포 HOTEL CITY(호텔 시티),24893,62173,56649,87314,76608,59021,120903,116445,33693,4625,148814,77064,33147,45784,32705,35723,57454,31928,74766,12801,4003,40479,23004,67770,88302,101060,47820,131307,51853,79978,153565,116698,31928,5587,36203,144114,55802,41755,115106,98244,28227,70293,135586,74294,48294,97827,153565,141728,33612,135801,79560,51512,82887,157622,70224,85470,141748,5985,142192,145895,138933,148176,148814,,135273,140852,81292,155378,61399,134051,37852,172081,64378,129190,133537,43077,62312,80390,76418,79064,79099,99408,80390,62173,62173,62173,69757,70746,87725,60073,37460,44937,44345,67008,43261,64048,37467,72272,137072,97284
목포 호텔 에코,25820,61879,57576,87020,75583,57996,121830,116151,32668,4541,149741,76039,32122,46711,33632,36650,58381,31634,73741,12839,4359,39454,21979,66745,88008,101987,48747,132234,50828,80905,154492,116404,31634,6514,35178,145041,55758,41461,114812,97219,29154,71220,135292,75221,49221,97533,154492,141434,34539,135507,79266,52439,82613,157328,71151,84445,142675,5901,143119,146822,139860,149103,149741,,136200,141779,82219,156305,60374,134978,37558,173008,63353,130117,133243,42052,62018,81317,77345,79991,80026,100335,81317,61879,61879,61879,69463,71673,87431,61000,38387,45864,45272,67935,44188,64975,38394,73199,136778,96990
목포 호텔 라임(Hotel Lime),25378,62164,57134,87305,76242,58655,121388,116436,33327,4592,149299,76698,32781,46269,33190,36208,57939,31919,74400,12792,4312,40113,22638,67404,88293,101545,48305,131792,51487,80463,154050,116689,31919,6072,35837,144599,55769,41746,115097,97878,28712,70778,135577,74779,48779,97818,154050,141719,34097,135792,79551,51997,82878,157613,70709,85104,142233,5952,142677,146380,139418,148661,149299,,135758,141337,81777,155863,61033,134536,37843,172566,64012,129675,133528,42711,62303,80875,76903,79549,79584,99893,80875,62164,62164,62164,69748,71231,87716,60558,37945,45422,44830,67493,43746,64533,37952,72757,137063,97275
목포 호텔 가봄,24789,62212,56545,87353,76647,59060,120799,116484,33732,4729,148710,77103,33186,45680,32601,35619,57350,31967,74805,12840,3899,40518,23043,67809,88341,100956,47716,131203,51892,79874,153461,116737,31967,5483,36242,144010,55906,41794,115145,98283,28123,70189,135625,74190,48190,97866,153461,141767,33508,135840,79599,51408,82926,157661,70120,85509,141644,6089,142088,145791,138829,148072,148710,,135169,140748,81188,155274,61438,133947,37891,171977,64417,129086,133576,43116,62351,80286,76314,78960,78995,99304,80286,62212,62212,62212,69796,70642,87764,59969,37356,44833,44241,66904,43157,63944,37363,72168,137111,97323
목포 뉴에버그린 호텔,24713,62203,56469,87344,76768,59181,120723,116475,33853,4701,148634,77224,33307,45604,32525,35543,57274,31958,74926,12831,3823,40639,23164,67930,88332,100880,47640,131127,52013,79798,153385,116728,31958,5407,36363,143934,55902,41785,115136,98404,28047,70113,135616,74114,48114,97857,153385,141758,33432,135831,79590,51332,82937,157652,70044,85630,141568,6085,142012,145715,138753,147996,148634,,135093,140672,81112,155198,61559,133871,37882,171901,64538,129010,133567,43237,62342,80210,76238,78884,78919,99228,80210,62203,62203,62203,69787,70566,87755,59893,37280,44757,44165,66828,43081,63868,37287,72092,137102,97314
목포 호텔 스테이,24660,62150,56416,87291,76715,59128,120670,116422,33800,4752,148581,77171,33254,45551,32472,35490,57221,31905,74873,12778,3770,40586,23111,67877,88279,100827,47587,131074,51960,79745,153332,116675,31905,5354,36310,143881,55953,41732,115083,98351,27994,70060,135563,74061,48061,97804,153332,141705,33379,135778,79537,51279,82884,157599,69991,85577,141515,6136,141959,145662,138700,147943,148581,,135040,140619,81059,155145,61506,133818,37829,171848,64485,128957,133514,43184,62289,80157,76185,78831,78866,99175,80157,62150,62150,62150,69734,70513,87702,59840,37227,44704,44112,66775,43028,63815,37234,72039,137049,97261
목포 AYANA 호텔 & 풀빌라,24425,61915,56181,87056,77098,58995,120435,116187,34183,5031,148346,77554,33637,45316,32237,35255,56986,31670,74740,12543,3535,40969,23465,68260,88044,100592,47352,130839,52343,79510,153097,116440,31670,5119,36693,143646,56232,41497,114848,97843,27759,69825,135328,73826,47826,97569,153097,141470,33144,135543,79302,51044,82649,157364,69756,85960,141280,6415,141724,145427,138465,147708,148346,,134805,140384,80824,154910,61373,133583,37594,171613,64868,128722,133279,43567,62054,79922,75950,78596,78631,98940,79922,61915,61915,61915,69499,70278,87467,59605,36992,44469,43877,66540,42793,63580,36999,71804,136814,97026
목포 엠보스,25136,61900,56892,87041,76308,58721,121146,116172,33393,4658,149057,76764,32847,46027,32948,35966,57697,31655,74466,12528,4048,40179,22704,67470,88029,101303,48063,131550,51553,80221,153808,116425,31655,5830,35903,144357,55835,41482,114833,97944,28470,70536,135313,74537,48537,97554,153808,141455,33855,135528,79287,51755,82614,157349,70467,85170,141991,6018,142435,146138,139176,148419,149057,,135516,141095,81535,155621,61099,134294,37579,172324,64078,129433,133264,42777,62039,80633,76661,79307,79342,99651,80633,61900,61900,61900,69484,70989,87452,60316,37703,45180,44588,67251,43504,64291,37710,72515,136799,97011
목포 VIP 호텔,25159,62649,56915,87790,77290,59703,121169,116921,34375,4377,149080,77746,33829,46050,32971,35989,57720,32404,75448,13277,4269,41161,23479,68452,88778,101326,48086,131573,52535,80244,153831,117174,32404,5853,36885,144380,55578,42231,115582,98926,28493,70559,136062,74560,48560,98303,153831,142204,33878,136277,80036,51778,83383,158098,70490,86152,142014,5761,142458,146161,139199,148442,149080,,135539,141118,81558,155644,62081,134317,38328,172347,65060,129456,134013,43759,62788,80656,76684,79330,79365,99674,80656,62649,62649,62649,70233,71012,88201,60339,37726,45203,44611,67274,43527,64314,37733,72538,137548,97760
목포 호텔 하루,28145,64080,59901,89221,77038,59451,124155,118352,34123,2934,152066,77494,33577,49036,35957,36568,58299,33835,75196,14983,6662,40909,20152,68200,90209,104312,48665,134559,52283,83230,156817,118605,33835,8839,36633,147366,53221,43662,117013,98674,31673,73545,137493,77546,49139,99734,156817,143635,34457,137708,81467,54764,84814,159529,73476,85900,145000,3453,145444,149147,142185,151428,152066,,138525,144104,84544,158630,61829,137303,39759,175333,64808,132442,135444,43507,64219,83642,79670,82316,82351,102660,83642,64080,64080,64080,71664,73998,89632,63325,40712,48189,47597,70260,46513,67300,40608,75524,138979,99191
목포 호텔 더하루 (평화광장),24985,62475,56741,87616,77222,59635,120995,116747,34307,4936,148906,77678,33761,45876,32797,35815,57546,32230,75380,13103,4095,41093,23618,68384,88604,101152,47912,131399,52467,80070,153657,117000,32230,5679,36817,144206,56113,42057,115408,98858,28319,70385,135888,74386,48386,98129,153657,142030,33704,136103,79862,51604,83209,157924,70316,86084,141840,6296,142284,145987,139025,148268,148906,,135365,140944,81384,155470,62013,134143,38154,172173,64992,129282,133839,43691,62614,80482,76510,79156,79191,99500,80482,62475,62475,62475,70059,70838,88027,60165,37552,45029,44437,67100,43353,64140,37559,72364,137374,97586
목포 호텔 보보스,24851,62341,56607,87482,76768,59181,120861,116613,33853,4667,148772,77224,33307,45742,32663,35681,57412,32096,74926,12969,3961,40639,23164,67930,88470,101018,47778,131265,52013,79936,153523,116866,32096,5545,36363,144072,55844,41923,115274,98404,28185,70251,135754,74252,48252,97995,153523,141896,33570,135969,79728,51470,83075,157790,70182,85630,141706,6027,142150,145853,138891,148134,148772,,135231,140810,81250,155336,61559,134009,38020,172039,64538,129148,133705,43237,62480,80348,76376,79022,79057,99366,80348,62341,62341,62341,69925,70704,87893,60031,37418,44895,44303,66966,43219,64006,37425,72230,137240,97452
목포 HOTEL MU(호텔 엠유),24742,61531,56498,86672,76163,58430,120752,115803,33248,4975,148663,76619,32702,45633,32554,35572,57303,31286,74175,12159,3679,40034,22999,67325,87660,100909,47669,131156,51408,79827,153414,116056,31286,5436,35758,143963,56152,41113,114464,97799,28076,70142,134944,74143,48143,97185,153414,141086,33461,135159,78918,51361,82265,156980,70073,85025,141597,6335,142041,145744,138782,148025,148663,,135122,140701,81141,155227,60808,133900,37210,171930,63933,129039,132895,42632,61670,80239,76267,78913,78948,99257,80239,61531,61531,61531,69115,70595,87083,59922,37309,44786,44194,66857,43110,63897,37316,72121,136430,96642
목포 세븐7,25684,62075,57440,87216,75680,58093,121694,116347,32765,4446,149605,76136,32219,46575,33496,36514,58245,31830,73838,12703,4223,39551,22076,66842,88204,101851,48611,132098,50925,80769,154356,116600,31830,6378,35275,144905,55623,41657,115008,97316,29018,71084,135488,75085,49085,97729,154356,141630,34403,135703,79462,52303,82789,157524,71015,84542,142539,5806,142983,146686,139724,148967,149605,,136064,141643,82083,156169,60471,134842,37754,172872,63450,129981,133439,42149,62214,81181,77209,79855,79890,100199,81181,62075,62075,62075,69659,71537,87627,60864,38251,45728,45136,67799,44052,64839,38258,73063,136974,97186
목포 째즈호텔,24981,62261,56737,87402,76696,59109,120991,116533,33781,4537,148902,77152,33235,45872,32793,35811,57542,32016,74854,12889,4091,40567,22981,67858,88390,101148,47908,131395,51941,80066,153653,116786,32016,5675,36291,144202,55714,41843,115194,98332,28315,70381,135674,74382,48382,97915,153653,141816,33700,135889,79648,51600,82975,157710,70312,85558,141836,5897,142280,145983,139021,148264,148902,,135361,140940,81380,155466,61487,134139,37940,172169,64466,129278,133625,43165,62400,80478,76506,79152,79187,99496,80478,62261,62261,62261,69845,70834,87813,60161,37548,45025,44433,67096,43349,64136,37555,72360,137160,97372
목포 호텔 리움,24544,62034,56300,87175,77217,59114,120554,116306,34302,5125,148465,77673,33756,45435,32356,35374,57105,31789,74859,12662,3654,41088,23551,68379,88163,100711,47471,130958,52462,79629,153216,116559,31789,5238,36812,143765,56302,41616,114967,97962,27878,69944,135447,73945,47945,97688,153216,141589,33263,135662,79421,51163,82768,157483,69875,86079,141399,6485,141843,145546,138584,147827,148465,,134924,140503,80943,155029,61492,133702,37713,171732,64987,128841,133398,43686,62173,80041,76069,78715,78750,99059,80041,62034,62034,62034,69618,70397,87586,59724,37111,44588,43996,66659,42912,63699,37118,71923,136933,97145
